short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,club_jersey_number,club_contract_valid_until_year,nationality_name,nation_jersey_number,preferred_foot,international_reputation,pace,shooting,dribbling,passing,physic,defending,PlayerID,ClubID,LeagueID,Professionalism,Ambition,Leadership,Loyalty,InjuryProneness
Dailon Livramento,Dailon Rocha Livramento do Rosario,"ST, CAM",70,75,2400000,7000,24,10,2026,Cabo Verde,,Right,1,82,71,68,56,64,34,3570,213,12,65,65,50,65,50
S. Marković,Svetozar MarkovićСветозар Марковић,CB,73,75,3400000,17000,25,3,2027,Serbia,,Right,1,72,45,59,55,77,73,3571,280,99,75,60,70,65,50
Eltildo Bessa,Elton Matheus Bessa Acuna,"ST, CAM, LW",70,70,1600000,14000,29,11,2028,Brazil,,Left,1,86,68,76,56,44,31,3572,164,9,70,55,55,75,55
A. Christensen,Andreas Bødtker Christensen,"CB, CM",80,81,19500000,90000,29,15,2026,Denmark,6,Right,3,64,32,70,67,74,81,3573,24,2,80,80,80,85,55
M. Johnston,Michael Andrew Johnston,"LM, LW",72,73,2800000,25000,26,11,2028,Republic of Ireland,14,Right,1,85,69,75,64,48,29,3574,247,13,70,65,55,70,45
B. Mansilla,Brian Nicolás Mansilla Islas,"RM, LM, LW, RW",68,76,2700000,4000,23,24,2030,Uruguay,,Left,1,73,64,70,64,60,47,3575,208,12,65,65,50,65,45
M. Cho,Mohamed-Ali Cho,"LW, RW, ST, LM",76,83,15000000,21000,21,25,2028,France,,Left,1,80,70,78,69,59,26,3576,91,5,55,75,50,65,55
J. Stansfield,Jay Stansfield,"ST, CAM, LM, CM",69,80,3200000,23000,22,28,2031,England,,Right,1,79,70,69,60,67,29,3577,225,13,65,70,50,70,45
R. Nizet,Rob Nizet,"LB, LM",63,72,1000000,3000,23,38,2026,Belgium,,Left,1,83,54,61,57,65,56,3578,197,11,70,70,65,70,45
O. Pettersson,Oscar Pettersson,"RM, RW",66,69,1100000,4000,25,14,2028,Sweden,,Right,1,81,60,63,61,63,52,3579,102,6,70,70,55,75,45
D. Drăguș,Denis Mihai Drăguş,"ST, LM, CAM",72,75,3100000,34000,25,70,2026,Romania,19,Right,1,80,71,77,57,71,21,3580,193,11,70,60,55,65,45
Kwon Hyeok Kyu,Hyeok-kyu Kwon권혁규,"CDM, CM",67,74,1900000,6000,24,5,2028,Korea Republic,,Right,1,68,53,61,62,79,62,3581,90,5,65,70,50,70,50
L. Cundle,Luke James Cundle,"CM, CAM",67,73,1600000,12000,23,25,2029,England,,Right,1,71,62,68,67,52,51,3582,235,13,65,65,50,65,45
B. Cremaschi,Benjamin Cremaschi,"CM, CAM, RM",68,80,2900000,3000,20,25,2026,United States,,Right,1,74,57,72,64,58,58,3583,73,4,60,65,45,65,45
Caio Chissano,Caio Welson Chissano Dourado,"LB, LM",73,73,1600000,21000,33,16,2028,Brazil,,Left,1,75,39,70,65,63,71,3584,168,9,80,50,75,75,65
W. Geubbels,Willem Davnis Louis Didier Geubbels,ST,72,79,4700000,29000,23,9,2030,France,,Right,1,79,72,72,60,67,27,3585,92,5,60,70,55,70,55
Elgezabal,Unai Elgezabal Udondo,"CB, CM, CDM",73,73,2000000,22000,32,5,2027,Spain,,Right,1,58,50,60,58,76,74,3586,30,2,80,55,75,80,65
S. Hakšabanović,Sead HakšabanovićСеад Хакшабановић,"LM, LW",70,71,1900000,7000,26,29,2028,Montenegro,,Right,1,77,65,73,66,61,29,3587,276,99,70,60,55,65,45
R. van Bommel,Ruben van Bommel,"LW, LM",74,84,9500000,15000,20,7,2030,Netherlands,,Right,1,87,69,76,65,65,25,3588,109,6,65,70,60,70,50
P. Brittijn,Philip Brittijn,"CM, CDM, CAM",66,76,1900000,3000,21,23,2028,Netherlands,,Right,1,63,59,65,63,65,64,3589,101,6,60,65,45,65,45
Raíllo,Antonio José Raíllo Arenas,CB,81,81,12500000,42000,33,21,2026,Spain,,Right,1,41,36,62,59,84,83,3590,31,2,80,65,75,75,65
A. Montero,Alejo Gastón Montero,"RB, RM",63,64,500000,3000,27,4,2027,Argentina,,Right,1,70,51,67,64,64,57,3591,255,99,75,60,70,65,50
Michildo Melo,Michel David Melo Fagundes,"LM, LB, LW",67,67,625000,11000,33,16,2028,Brazil,,Left,1,79,54,61,64,66,60,3592,159,9,80,55,75,80,65
Y. Özcan,Yasin Özcan,"CB, LB, LM",69,83,3100000,27000,19,58,2026,Türkiye,,Left,1,74,48,64,62,68,70,3593,260,99,65,70,60,70,50
Jony Reitosa,Jony Allison Reitosa Ribeiro,"RB, RM",71,71,1600000,16000,29,3,2028,Brazil,,Right,1,74,42,59,54,74,67,3594,161,9,75,60,70,80,60
L. Maina,Linton Maina,"LM, ST, CAM, LW",73,74,3600000,20000,26,37,2028,Germany,,Right,1,91,62,73,66,57,30,3595,52,3,70,60,55,65,45
K. Davis,Keinan Vincent Joseph Davis,ST,72,72,2500000,15000,27,9,2027,England,,Right,1,64,71,72,56,76,40,3596,78,4,65,65,60,70,60
M. Kaye,Mark-Anthony Kaye,"CDM, CM",67,67,850000,4000,30,14,2025,Canada,,Left,1,70,53,61,61,72,66,3597,152,8,75,55,60,75,55
C. Egan-Riley,Conrad Jaden Egan-Riley,CB,75,82,10500000,28000,22,4,2029,England,,Right,1,76,32,67,61,78,75,3598,87,5,70,85,65,75,45
J. Schreuders,Jorg Schreuders,"RM, LM, RW",66,77,1900000,3000,20,14,2027,Netherlands,,Right,1,71,65,65,60,66,57,3599,103,6,60,65,45,65,45
H. Guenouche,Hakim Guenouche,"LB, LM",65,68,875000,4000,25,21,2026,France,,Left,1,85,51,69,58,59,56,3600,252,99,75,60,70,65,50
A. Al Hajji,Ala'a Al Hajjiعلاء آل حجي,"CM, CDM, CAM",63,63,475000,6000,29,18,2028,Saudi Arabia,,Right,1,66,56,65,63,65,58,3601,188,10,70,60,55,80,55
A. Al Khaibari,Abdullah Mohammed Al Khaibariعبدالله الخيبري,"CDM, CM",68,68,1100000,17000,28,17,2029,Saudi Arabia,,Right,1,73,43,66,63,72,64,3602,181,10,70,55,55,75,55
L. Fadinger,Lukas Fadinger,"CM, CAM, CDM",65,71,1100000,2000,24,12,2027,Austria,,Right,1,65,59,69,66,52,48,3603,124,7,65,65,50,65,50
E. Taşdemir,Emre Taşdemir,"LB, LM",63,63,425000,4000,29,33,2026,Türkiye,,Left,1,71,58,64,61,53,59,3604,201,11,75,60,70,80,60
Diogo Calila,Diogo dos Santos Cabral,"RB, RM",69,72,1700000,5000,26,2,2026,Mozambique,,Right,1,75,48,68,59,68,65,3605,221,12,75,65,70,70,50
G. Bello,George Oluwaseun Bello,"LB, LM",69,76,2700000,8000,23,2,2027,United States,,Left,1,85,47,72,58,70,60,3606,249,99,70,65,65,65,45
D. Mertens,Dylan Mertens,"CAM, CM",65,65,700000,3000,29,16,2026,Netherlands,,Right,1,66,63,64,64,70,52,3607,111,6,70,55,55,75,55
S. Diabaté,Soumaïla Diabaté,"CDM, CM",68,79,2500000,6000,20,5,2026,Mali,,Right,1,74,54,67,59,63,65,3608,250,99,60,65,45,65,45
S. Sambo,Shurandy Ruggerio Sambo,"RB, RM",68,75,2300000,20000,23,2,2026,Curacao,,Right,1,78,45,67,59,72,63,3609,110,6,70,65,65,65,45
Rafa Rodrigues,Rafael Vela Rodrigues,"LB, LM, RB",66,75,1800000,8000,23,2,2028,Portugal,,Left,1,70,41,69,62,63,60,3610,171,10,70,70,65,70,45
K. Kouao,Koffi Franck Kouao,"RB, RM",71,72,2000000,10000,27,39,2026,Côte d'Ivoire,,Right,1,80,39,67,57,74,65,3611,88,5,75,65,70,70,50
André Geraldes,André Geraldes de Barros,"RB, RM",69,69,500000,6000,34,18,2027,Portugal,,Right,1,71,41,65,63,70,66,3612,213,12,80,50,75,75,65
B. Vazquez,Brandon Vázquez Toledo,ST,73,76,4000000,8000,26,9,2028,United States,,Right,1,75,72,67,54,78,34,3613,128,8,65,65,60,70,60
C. Niasse,Cheikh Ahmet Tidian Niasse,"CDM, CM",71,76,2500000,8000,25,36,2026,Senegal,,Right,1,61,44,67,61,71,70,3614,66,4,70,60,55,65,45
D. Polvara,Dante Polvara,"RM, CAM, CDM, RB",64,67,775000,2000,25,8,2026,United States,,Right,1,56,56,65,62,73,59,3615,115,7,75,60,70,65,50
P. Ampem,Prince Obeng Ampem,"LM, LW, RM",70,70,1700000,11000,27,40,2027,Ghana,,Right,1,89,70,70,62,51,28,3616,193,11,75,60,70,65,50
Miguel Cardoso,Miguel Felipe Nunes Cardoso,"LM, CAM, ST, LW",70,70,1300000,10000,31,7,2027,Portugal,,Right,1,74,68,72,66,60,39,3617,202,11,75,55,60,80,55
Mateo Joseph,Mateo Joseph Fernández Regatillo,ST,70,81,3600000,25000,21,18,2026,Spain,,Right,1,82,68,70,55,69,38,3618,31,2,55,65,50,65,55
S. Gigot,Samuel Florent Thomas Gigot,CB,77,77,7000000,32000,31,2,2027,France,,Right,2,62,38,60,62,77,77,3619,69,4,80,60,80,75,55
Gustavo,Gustavo Pinto Mendonça,"CM, CDM",66,77,1900000,3000,22,23,2028,Portugal,,Right,1,74,41,62,63,71,67,3620,209,12,65,65,50,65,45
Michael Dimeira,Michael Renan Dimeira Couto,"CAM, RM, CM",74,74,4099999,25000,29,10,2028,Brazil,,Right,1,86,64,78,71,52,39,3621,168,9,70,55,55,75,55
M. Johnston,Max Johnston,"RB, RM",68,75,2300000,6000,21,22,2029,Scotland,22,Right,1,81,41,62,61,72,62,3622,230,13,65,65,60,65,50
Adrián Maideira,Adrián Guto Maideira Almeida,"CAM, CM",67,67,1000000,6000,29,17,2028,Brazil,,Left,1,76,69,68,61,54,33,3623,170,9,70,55,55,75,55
T. Dolan,Tyrhys Dolan,"RM, CAM, LM, RW",69,78,3100000,10000,23,24,2028,England,,Right,1,79,61,74,62,59,42,3624,27,2,65,70,50,70,45
J. Mvuka,Joel Mugisha Mvuka,"RM, RW",71,78,3800000,11000,22,93,2027,Norway,,Right,1,90,59,75,61,50,44,3625,85,5,65,65,50,65,45
J. Kenny,Johnny Kenny,ST,69,76,2900000,24000,22,24,2029,Republic of Ireland,19,Right,1,82,68,65,52,71,33,3626,116,7,60,70,55,70,55
M. Berisha,Medon Berisha,CM,67,78,2300000,4000,21,10,2028,Albania,,Right,1,52,59,65,66,60,61,3627,70,4,60,65,45,65,45
J. Panzo,Jonathan William Panzo,CB,69,75,2000000,6000,24,4,2026,England,,Left,1,68,44,64,63,73,68,3628,220,12,70,70,65,70,50
T. Vlček,Tomáš Vlček,"CB, RB",73,77,3900000,18000,24,27,2027,Czechia,,Right,1,75,39,68,60,75,73,3629,278,99,70,70,65,70,50
C. Ndiaye,Pape Cherif Ndiaye,"ST, LW",70,70,1600000,17000,29,19,2029,Senegal,,Right,1,80,67,68,55,80,38,3630,204,11,65,55,60,75,70
A. Jallow,Abdoulie Jallow,"RM, CAM, RW",71,72,2200000,10000,26,30,2028,Gambia,,Left,1,77,67,75,67,49,34,3631,263,99,70,60,55,65,45
R. Guitane,Rafik Guitane,"RW, CAM, RM",73,74,3600000,11000,26,99,2026,Algeria,,Left,1,80,65,78,68,53,31,3632,214,12,70,60,55,65,45
Brenner,Brenner Souza da Silva,"ST, CAM, CM",71,74,2500000,13000,25,8,2025,Brazil,,Right,1,76,71,76,63,51,32,3633,134,8,70,65,55,70,45
C. Teuchert,Cedric Teuchert,"CAM, ST, CM",68,68,1200000,5000,28,36,2026,Germany,,Right,1,70,71,72,62,64,30,3634,150,8,70,60,55,80,55
B. Pierret,Balthazar Jean Philippe Marie Pierret,"CDM, CM",68,73,1600000,6000,25,75,2027,France,,Right,1,66,52,64,59,68,68,3635,70,4,70,60,55,65,45
Lander Pinillos,Lander Pinillos Wilson,"CAM, RM, CM",62,75,975000,5000,21,28,2027,Spain,,Right,1,73,58,63,60,64,55,3636,21,2,60,65,45,65,45
H. Al Yami,Hamad Turki Al Tuhayfan Al Yamiحمد تركي اليامي,"RB, RM",65,68,850000,10000,26,88,2026,Saudi Arabia,,Right,1,85,56,64,58,58,57,3637,176,10,75,60,70,65,50
A. Zagré,Arthur Zagré,"LB, LM",67,74,1900000,6000,23,12,2026,France,,Left,1,80,43,72,60,56,60,3638,99,6,70,75,65,75,45
K. Sulemana,Kamaldeen Sulemana,"LM, LW, ST",71,76,2800000,30000,23,7,2027,Ghana,,Right,1,88,63,76,63,59,28,3639,59,4,60,65,55,65,55
Diegildo Ramos,Diego Hugo Ramos Calado,"ST, RM",74,74,4200000,29000,29,10,2028,Brazil,,Left,1,30,79,67,67,72,28,3640,162,9,65,55,60,75,70
R. Mundle,Romaine Lee Mundle,"LM, LW, RM",71,79,4200000,29000,22,14,2028,England,,Right,1,80,67,73,64,58,38,3641,17,1,70,75,65,75,45
M. Faye,Mikayil Ngor Faye,CB,68,82,2700000,8000,20,30,2026,Senegal,,Left,1,75,52,58,59,75,65,3642,63,4,65,65,60,65,50
Juan Cruz,Juan Cruz Álvaro Armada,"LB, CB",74,74,2900000,27000,32,3,2026,Spain,,Left,1,69,40,64,62,71,73,3643,32,2,80,50,75,75,65
K. Joseph,Kyle Alexander Joseph,"ST, LW, LM",66,73,1700000,11000,23,22,2028,Scotland,,Right,1,75,64,67,55,75,46,3644,231,13,60,65,55,65,55
A. Long,Aaron Ray Long,CB,71,71,1200000,6000,32,33,2027,United States,,Right,1,78,40,61,55,79,69,3645,140,8,80,55,75,80,65
Alexsandro,Alexsandro Victor de Souza Ribeiro,CB,80,84,26500000,33000,25,4,2028,Brazil,,Left,1,66,40,59,63,81,80,3646,84,5,75,75,70,65,50
N. Galešić,Niko Galešić,CB,70,74,2100000,10000,24,15,2029,Croatia,,Right,1,66,54,60,48,76,70,3647,271,99,70,70,65,70,50
S. Horemans,Siebe Horemans,"RB, CB",71,72,2000000,8000,27,2,2027,Belgium,,Right,1,75,34,65,62,78,69,3648,113,6,75,65,70,70,50
E. Bailly,Eric Bertrand Bailly,CB,74,74,2900000,27000,31,2,2027,Côte d'Ivoire,,Right,1,64,42,66,59,70,74,3649,36,2,80,55,75,80,55
B. Kuwas,Brandley Mack-Olien Kuwas,"LM, RM, LW",67,67,800000,5000,32,10,2026,Curacao,,Left,1,71,69,70,65,62,33,3650,114,6,80,60,75,85,55
D. McNamara,Danny John McNamara,"LB, RB, LM",69,71,1600000,17000,26,2,2026,Republic of Ireland,,Right,1,78,42,66,59,68,64,3651,235,13,75,60,70,65,50
C. Marshall,Callum Marshall,"ST, RM, RW",66,79,2100000,16000,20,50,2027,Northern Ireland,8,Left,1,69,66,64,55,76,42,3652,19,1,55,70,50,70,55
W. Zimmerman,Walker Dwain Zimmerman,CB,75,75,3600000,9000,32,25,2025,United States,22,Right,2,56,50,56,55,84,73,3653,142,8,80,60,80,75,65
J. Robinson,Jack Robinson,CB,71,71,1300000,31000,31,6,2027,England,,Left,1,57,41,62,60,74,71,3654,225,13,80,55,75,80,55
D. Burn,Daniel Johnson Burn,CB,79,79,8500000,110000,33,33,2027,England,12,Left,2,42,36,64,67,85,79,3655,15,1,80,65,80,80,65
Miguel Puche,Miguel Puche García,"LM, ST, RM, LW",67,73,1600000,3000,24,11,2028,Spain,,Right,1,80,65,70,59,61,42,3656,208,12,60,65,55,65,60
P. Almqvist,Pontus Skule Erik Almqvist,"RM, RW, CAM",72,73,2800000,15000,25,11,2027,Sweden,,Left,1,84,67,75,62,49,38,3657,73,4,70,60,55,65,45
P. Smyth,Paul Patrick Smyth,"RM, RW",68,68,1300000,16000,27,11,2026,Northern Ireland,24,Right,1,91,59,71,60,54,40,3658,240,13,65,60,60,65,60
M. Suray,Mathis Suray,"LM, CAM, LW",68,73,1800000,5000,23,17,2027,Belgium,,Right,1,63,63,68,65,58,47,3659,102,6,65,75,50,75,45
E. Longelo,Emmanuel Longelo Mbule,"LB, LM",65,71,1100000,2000,24,45,2027,England,,Left,1,81,52,64,60,60,57,3660,124,7,70,65,65,65,50
Cheli,José Luis Pereda López,"CM, CAM, CDM",61,74,775000,4000,19,31,2026,Spain,,Right,1,64,60,61,59,69,59,3661,36,2,60,70,45,70,45
A. Halilović,Alen Halilović,"CAM, RM, CM",71,71,1800000,8000,29,10,2026,Croatia,,Left,1,55,62,77,72,43,44,3662,101,6,70,55,55,75,55
C. Forsyth,Craig Forsyth,"LB, CB",67,67,230000,6000,36,3,2027,Scotland,,Left,1,49,57,61,62,70,68,3663,230,13,80,50,75,75,65
A. Sieb,Armindo Sieb,"ST, CAM",71,79,4200000,31000,22,11,2026,Germany,,Right,1,83,70,76,57,66,27,3664,54,3,65,65,50,65,45
K. Al Subaie,Khalid Mohammed Al Subaieخالد السبيعي,"CM, CDM, LB",61,66,475000,3000,25,61,2030,Saudi Arabia,,Left,1,71,55,62,63,62,54,3665,175,10,75,60,70,65,50
A. Liatsikouras,Argyrios LiatsikourasΑργύριος Λιατσικούρας,"CM, CAM",63,81,1200000,5000,18,67,2026,Greece,,Right,1,76,62,63,59,59,58,3666,268,99,60,70,45,70,45
H. Darling,Harry Jack Darling,"CB, RB",71,76,2500000,21000,25,6,2028,England,,Right,1,68,45,62,59,77,70,3667,236,13,75,65,70,70,50
J. Makengo,Jordy Makengo Basambundu,"LB, CB, LM",72,77,3300000,16000,23,33,2029,France,,Left,1,82,36,66,62,72,69,3668,48,3,70,70,65,70,45
S. Sithole,Sphephelo Sithole,"CDM, CM",65,69,900000,3000,26,15,2026,South Africa,,Right,1,64,53,61,59,74,64,3669,223,12,70,60,55,65,45
T. Moffi,Terem Igobor Moffi,"ST, RW, RM",75,78,7500000,26000,26,9,2027,Nigeria,,Left,2,82,75,71,54,73,26,3670,91,5,65,70,65,65,60
S. Angori,Samuele Angori,"LM, LB, LW",69,78,3100000,5000,21,3,2027,Italy,,Left,1,67,52,68,64,63,64,3671,74,4,65,65,60,65,50
A. Callens,Alexander Martín Marquinho Callens Asín,CB,72,72,1100000,20000,33,22,2026,Peru,,Left,1,71,53,57,50,78,72,3672,270,99,80,50,75,75,65
K. Yeboah,Kelvin Kwarteng Yeboah,ST,72,76,3300000,7000,25,9,2027,Italy,,Right,1,88,70,72,57,71,24,3673,141,8,65,65,60,70,60
R. Vermant,Romeo Vermant,ST,72,85,6000000,17000,21,17,2028,Belgium,,Right,1,80,71,71,58,69,19,3674,259,99,55,70,50,70,55
B. Chardonnet,Brendan Chardonnet,CB,77,77,8500000,25000,30,5,2027,France,,Right,1,46,46,60,54,76,79,3675,81,5,80,65,75,75,55
Rafanilton Vilela,Nilson Rafael Vilela de Brito,"ST, CAM",71,71,1200000,20000,33,18,2028,Brazil,,Right,1,82,63,73,60,63,25,3676,168,9,75,50,60,75,65
M. Shved,Maryan ShvedШвед Мар'ян Васильович,"RM, RW",69,69,1500000,11000,27,9,2027,Ukraine,,Left,1,75,68,73,63,53,38,3677,282,99,65,60,60,65,60
K. Danso,Kevin Danso,CB,79,82,20500000,90000,26,4,2030,Austria,,Right,2,73,32,62,57,83,78,3678,18,1,75,80,75,75,50
A. Kurtulan,Arda Okan Kurtulan,"RB, RM",63,71,1000000,3000,22,2,2029,Albania,,Right,1,70,60,64,57,64,60,3679,199,11,70,65,65,65,45
M. Broholm,Marius Sivertsen Broholm,"RM, RW",69,81,3400000,10000,20,14,2030,Norway,,Left,1,75,63,68,64,56,49,3680,84,5,60,65,45,65,45
K. Rüegg,Kevin Rüegg,"RB, RM, CM",64,64,575000,6000,26,27,2027,Switzerland,,Right,1,68,55,64,62,68,60,3681,262,99,75,65,70,70,50
J. Dahlhaus,Jasper Dahlhaus,"LB, LM",66,73,1600000,3000,23,8,2026,Netherlands,,Left,1,76,58,67,58,60,59,3682,101,6,70,65,65,65,45
E. Vignato,Emanuel Vignato,"CAM, CM",70,73,2200000,6000,24,50,2026,Italy,,Right,1,67,63,74,69,49,39,3683,74,4,65,65,50,65,50
Fred Soidares,Fred Kauê Soidares Lima,"LB, CB, LM",68,68,1100000,7000,29,5,2028,Brazil,,Left,1,64,53,58,54,73,69,3684,170,9,75,55,70,75,60
Fafà Picault,Fabrice Jean-Ian Picault,"LW, ST, LM",69,69,650000,5000,34,14,2025,Haiti,,Right,1,87,66,71,62,49,38,3685,138,8,70,55,65,80,75
E. Saad,Elias Saadالياس سعد,"LW, LM, CAM",72,74,2900000,24000,25,26,2030,Tunisia,,Right,1,74,67,77,67,59,31,3686,41,3,70,65,55,70,45
W. Orban,Vilmos Tamás Orbán,CB,84,84,27500000,81000,32,4,2027,Hungary,6,Right,3,57,40,56,56,83,86,3687,53,3,85,65,85,75,65
Vagnão Cadete,Vágner Nilson Rosa Cadete,"ST, CAM, LM",68,68,1200000,13000,29,9,2028,Brazil,,Left,1,76,68,75,62,42,31,3688,161,9,70,60,55,80,55
A. Julio,Anderson Andrés Julio Santos,"ST, LM, RM, LW",67,67,1000000,4000,29,11,2025,Ecuador,,Right,1,86,64,69,61,62,33,3689,136,8,65,60,60,80,70
S. Conteh,Sirlord Calvin Conteh,"ST, RM, RW",69,69,1400000,17000,28,31,2027,Germany,,Right,1,95,64,70,56,63,37,3690,50,3,65,60,60,80,70
J. Omoregie,Justin Omoregie,CDM,66,73,1600000,5000,21,30,2027,Austria,,Left,1,68,52,65,60,70,64,3691,250,99,60,65,45,65,45
A. Al Asmari,Ali Al Asmariعلي الأسمري,"CM, CDM",63,63,475000,6000,28,40,2028,Saudi Arabia,,Left,1,64,60,64,61,68,57,3692,188,10,70,60,55,80,55
F. Umeh,Franco Umeh-Chibueze,"RM, LM, RW",62,76,950000,3000,20,15,2029,Republic of Ireland,,Left,1,83,59,62,55,66,54,3693,238,13,60,65,45,65,45
A. Gutman,Andrew David Gutman,LB,67,67,925000,4000,28,15,2026,United States,,Left,1,79,51,65,57,70,64,3694,130,8,75,60,70,80,60
Tiago Morais,Tiago Fontoura da Fonseca Morais,"LM, LW",69,78,3100000,10000,21,21,2026,Portugal,,Right,1,81,67,74,62,53,24,3695,213,12,65,65,60,65,50
M. Lode,Marius Lode,CB,69,69,900000,4000,32,4,2026,Norway,,Right,1,72,42,65,56,78,68,3696,277,99,80,50,75,75,65
Álex Sancris,Alejandro San Cristóbal Sánchez,"RM, RW, LM",73,73,3100000,26000,28,18,2028,Spain,,Right,1,79,68,70,70,58,29,3697,28,2,75,55,70,75,60
S. Dursun,Serdar Dursun,ST,69,69,900000,15000,33,25,2026,Türkiye,,Right,1,56,69,63,59,73,39,3698,205,11,70,50,65,75,75
B. Schenkeveld,Bartholomew Schenkeveld,CB,72,72,1100000,19000,33,4,2029,Netherlands,,Right,1,63,40,60,61,76,71,3699,178,10,80,50,75,75,65
E. Touré,El Bilal Touré,"ST, CAM",73,81,7000000,40000,23,19,2026,Mali,,Right,1,77,72,72,61,66,23,3700,191,11,65,70,50,70,45
I. Ganiou,Pierre-Ismaëlo Ganiou,"RB, RM, CB",66,77,1800000,6000,20,25,2028,Burkina Faso,,Right,1,71,54,61,54,76,62,3701,83,5,65,70,60,70,50
Fabri Arnoia,Fabrício Sandro Arnoia Sepa,"RW, CAM, RM",73,73,3000000,26000,29,27,2028,Brazil,,Right,1,80,65,73,67,59,27,3702,162,9,70,55,55,75,55
L. Valenti,Lautaro Rodrigo Valenti,CB,68,71,1400000,10000,26,5,2027,Argentina,,Left,1,69,51,57,55,74,68,3703,73,4,75,60,70,65,50
K. Poku,Kwame Afriyie Adubofour Poku,"RM, CAM, RW",69,75,2200000,15000,23,17,2028,Ghana,,Left,1,85,63,72,64,49,44,3704,240,13,65,65,50,65,45
D. Burgzorg,Delano Burgzorg,"LM, ST, LW",69,70,1600000,18000,26,10,2028,Netherlands,,Right,1,81,65,73,57,71,30,3705,234,13,65,65,60,70,60
N. Dicko,Nouha Dicko,ST,67,67,650000,19000,33,12,2026,Mali,,Right,1,74,66,67,60,69,33,3706,92,5,70,55,65,80,75
Catena,Alejandro Catena Marugán,CB,79,79,14500000,39000,30,24,2028,Spain,,Right,1,64,39,53,63,78,79,3707,32,2,80,65,75,75,55
N. Voloshyn,Nazar VoloshynВолошин Назар Ігорович,"LM, RM, CAM, LW",70,80,3600000,11000,22,9,2028,Ukraine,,Right,1,82,65,71,66,55,29,3708,281,99,65,65,50,65,45
D. Lenihan,Darragh Patrick Lenihan,CB,71,71,1300000,22000,31,26,2026,Republic of Ireland,,Right,1,64,46,59,58,75,71,3709,234,13,80,55,75,80,55
Ronald,Ronald Pereira Martins,"RM, RW, LM",71,77,3000000,17000,24,35,2027,Brazil,,Right,1,87,65,72,63,57,36,3710,245,13,70,65,65,65,50
W. Clem,William Clem,"CDM, CM",68,75,2300000,8000,21,36,2027,Denmark,,Right,1,53,53,62,64,69,65,3711,266,99,60,70,45,70,45
A. Ouédraogo,Forzan Assan Ouédraogo,"CAM, CM",69,85,3600000,16000,19,20,2029,Germany,,Right,1,76,56,76,60,67,45,3712,53,3,60,65,45,65,45
S. Floranus,Sherel Constancio Floranus,"RB, LB, LM",66,67,925000,4000,26,2,2027,Curacao,,Right,1,82,42,67,55,73,62,3713,108,6,75,60,70,65,50
M. Langstaff,Macaulay Kevin Langstaff,ST,67,67,1000000,16000,28,17,2027,England,,Right,1,81,66,66,54,68,36,3714,235,13,65,55,60,75,70
M. Bayo,Mohamed Lamine Bayo,ST,73,74,3600000,24000,27,31,2026,Guinea,,Right,1,66,75,72,60,67,26,3715,197,11,65,65,60,70,60
C. Shaughnessy,Conor Glynn Shaughnessy,CB,70,71,1500000,11000,29,6,2027,Republic of Ireland,,Right,1,62,49,59,59,78,69,3716,238,13,75,55,70,75,60
M. Linday,Marcus Linday,"CM, CDM",68,78,2700000,5000,22,16,2029,Sweden,,Right,1,61,59,67,62,66,64,3717,104,6,65,65,50,65,45
P. Retsos,Panagiotis RetsosΠαναγιώτης Ρέτσος,CB,77,78,11000000,30000,26,45,2028,Greece,,Right,1,69,38,64,62,76,76,3718,268,99,75,75,70,70,50
K. Adamson,Kealey Otieno Adamson,"RB, RM, RW",65,73,1500000,8000,22,2,2027,Australia,,Right,1,74,45,62,57,74,60,3719,240,13,70,65,65,65,45
B. Djimsiti,Berat Ridvan Gjimshiti,CB,79,79,11500000,66000,32,19,2026,Albania,,Right,1,64,39,53,60,79,81,3720,59,4,80,60,75,75,65
Lázaro,Lázaro Vinicius Marques,"LM, RM, ST, LW",68,72,1700000,6000,23,7,2028,Brazil,,Right,1,78,64,67,64,60,39,3721,180,10,60,65,55,65,55
T. van Bergen,Thom van Bergen,"ST, CAM, RM",67,77,2300000,5000,21,26,2026,Netherlands,,Right,1,74,66,69,55,68,43,3722,103,6,60,65,45,65,45
R. Mühren,Robert Mühren,"ST, CAM",67,67,350000,4000,36,21,2026,Netherlands,,Right,1,60,69,60,62,69,41,3723,114,6,75,60,60,85,65
João Talocha,João Carlos Araújo Fonseca Silva,"LB, LM",70,70,500000,4000,35,18,2026,Portugal,,Left,1,67,38,65,62,74,67,3724,223,12,80,50,75,75,65
K. Shelton,Khiry Lamar Shelton,"RB, RW, ST",63,63,325000,2000,32,11,2025,United States,,Right,1,73,58,61,58,78,59,3725,154,8,80,50,75,75,65
M. Bamba,Mohamed Bamba,ST,70,75,2400000,11000,23,9,2028,Côte d'Ivoire,,Right,1,78,69,70,56,71,28,3726,85,5,60,65,55,65,55
S. Dembélé,Ben Siriki Dembélé,"LM, RM, ST, LW",70,70,1600000,8000,28,23,2027,Scotland,,Right,1,88,66,74,59,54,28,3727,237,13,65,55,60,75,70
Y. Ohashi,Yuki Ohashi大橋 祐紀,"ST, CAM, CM",69,69,1400000,17000,28,23,2027,Japan,,Right,1,71,68,68,57,69,36,3728,226,13,70,55,55,75,55
